Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/13/15 5:10,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293
5/13/15 5:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.4310464,37.78302957
5/13/15 5:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.4310464,37.78302957
5/13/15 5:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.4310464,37.78302957
5/13/15 4:45,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.4196667,37.77468233
5/13/15 4:45,KIDNAPPING,KIDNAPPING DURING ROBBERY,Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.4196667,37.77468233
5/13/15 4:45,ROBBERY,"ROBBERY,  ATM, GUN",Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.4196667,37.77468233
5/13/15 4:05,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
5/13/15 4:05,OTHER OFFENSES,CONSPIRACY,Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
5/13/15 4:05,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
5/13/15 4:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,TARAVAL,NONE,700 Block of MOUNT VERNON AV,-122.45121,37.71957244
5/13/15 3:09,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,NONE,1000 Block of POLK ST,-122.4198583,37.78613713
5/13/15 2:33,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TARAVAL,NONE,1400 Block of 17TH AV,-122.4748575,37.76083981
5/13/15 2:33,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Wednesday,TARAVAL,NONE,1400 Block of 17TH AV,-122.4748575,37.76083981
5/13/15 2:30,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,BAYVIEW,NONE,200 Block of PENNSYLVANIA AV,-122.3936272,37.7636628
5/13/15 2:22,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.4915243,37.73861332
5/13/15 2:22,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.4915243,37.73861332
5/13/15 2:22,OTHER OFFENSES,CONSPIRACY,Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.4915243,37.73861332
5/13/15 2:18,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Wednesday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706
5/13/15 2:18,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706
5/13/15 2:04,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,CENTRAL,"ARREST, BOOKED",400 Block of STOCKTON ST,-122.4069776,37.7899181
5/13/15 2:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,2200 Block of 21ST AV,-122.4779603,37.74573894
5/13/15 2:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,47TH AV / ORTEGA ST,-122.5063466,37.75105018
5/13/15 1:17,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,33RD AV / ULLOA ST,-122.4905619,37.74052225
5/13/15 1:03,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,INGLESIDE,"ARREST, BOOKED",ATHENS ST / AMAZON AV,-122.4336394,37.71475332
5/13/15 1:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE,600 Block of GEARY ST,-122.4140108,37.786677
